"Date","Time","Test Total Time",,
03/05/15,16:35:38,(hh:mm:ss): 9:17:10,,
,,,,
"Rated Capacity","Tested Capacity",,,
5.00 Ah,4.64 Ah,,,
,,,,
"Cells","Battery Type","Battery Weight",,
2,Li-ion,1.000 kg,,
,,,,
Internal Resistance,,,,
1.88,,,,
,,,,
"Test Current","Graph Type",,,
0.500 Amps,AmpHrs,,,
,,,,
"Test","Time","Voltage","Current","Temp (C)"
"Artoo pack 4 cell .5amp discharge",20078,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20079,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20080,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20081,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20082,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20083,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20084,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20085,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20086,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20087,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20088,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20089,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20090,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20091,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20092,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20093,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20094,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20095,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20096,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20097,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20098,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20099,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20100,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20101,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20102,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20103,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20104,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20105,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20106,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20107,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20108,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20109,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20110,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20111,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20112,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20113,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20114,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20115,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20116,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20117,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20118,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20119,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20120,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20121,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20122,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20123,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20124,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20125,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20126,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20127,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20128,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20129,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20130,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20131,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20132,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20133,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20134,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20135,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20136,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20137,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20138,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20139,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20140,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20141,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20142,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20143,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20144,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20145,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20146,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20147,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20148,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20149,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20150,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20151,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20152,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20153,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20154,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20155,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20156,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20157,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20158,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20159,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20160,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20161,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20162,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20163,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20164,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20165,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20166,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20167,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20168,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20169,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20170,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20171,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20172,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20173,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20174,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20175,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20176,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20177,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20178,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20179,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20180,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20181,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20182,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20183,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20184,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20185,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20186,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20187,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20188,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20189,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20190,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20191,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20192,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20193,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20194,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20195,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20196,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20197,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20198,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20199,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20200,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20201,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20202,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20203,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20204,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20205,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20206,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20207,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20208,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20209,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20210,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20211,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20212,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20213,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20214,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20215,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20216,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20217,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20218,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20219,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20220,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20221,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20222,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20223,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20224,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20225,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20226,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20227,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20228,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20229,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20230,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20231,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20232,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20233,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20234,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20235,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20236,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20237,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20238,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20239,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20240,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20241,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20242,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20243,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20244,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20245,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20246,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20247,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20248,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20249,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20250,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20251,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20252,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20253,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20254,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20255,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20256,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20257,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20258,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20259,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20260,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20261,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20262,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20263,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20264,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20265,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20266,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20267,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20268,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20269,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20270,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20271,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20272,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20273,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20274,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20275,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20276,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20277,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20278,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20279,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20280,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20281,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20282,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20283,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20284,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20285,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20286,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20287,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20288,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20289,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20290,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20291,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20292,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20293,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20294,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20295,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20296,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20297,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20298,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20299,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20300,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20301,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20302,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20303,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20304,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20305,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20306,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20307,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20308,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20309,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20310,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20311,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20312,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20313,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20314,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20315,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20316,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20317,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20318,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20319,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20320,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20321,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20322,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20323,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20324,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20325,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20326,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20327,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20328,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20329,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20330,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20331,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20332,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20333,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20334,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20335,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20336,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20337,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20338,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20339,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20340,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20341,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20342,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20343,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20344,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20345,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20346,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20347,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20348,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20349,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20350,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20351,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20352,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20353,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20354,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20355,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20356,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20357,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20358,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20359,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20360,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20361,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20362,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20363,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20364,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20365,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20366,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20367,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20368,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20369,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20370,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20371,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20372,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20373,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20374,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20375,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20376,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20377,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20378,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20379,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20380,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20381,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20382,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20383,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20384,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20385,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20386,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20387,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20388,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20389,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20390,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20391,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20392,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20393,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20394,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20395,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20396,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20397,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20398,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20399,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20400,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20401,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20402,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20403,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20404,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20405,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20406,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20407,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20408,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20409,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20410,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20411,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20412,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20413,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20414,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20415,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20416,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20417,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20418,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20419,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20420,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20421,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20422,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20423,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20424,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20425,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20426,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20427,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20428,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20429,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20430,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20431,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20432,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20433,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20434,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20435,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20436,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20437,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20438,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20439,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20440,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20441,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20442,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20443,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20444,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20445,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20446,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20447,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20448,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20449,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20450,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20451,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20452,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20453,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20454,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20455,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20456,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20457,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20458,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20459,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20460,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20461,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20462,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20463,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20464,7.08,0.498,0.00
"Artoo pack 4 cell .5amp discharge",20465,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20466,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20467,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20468,7.08,0.499,0.00
"Artoo pack 4 cell .5amp discharge",20469,7.08,0.501,0.00
"Artoo pack 4 cell .5amp discharge",20470,7.08,0.499,0.00
