Test,Time,Voltage,Current,Temp (C)
2S1P 122mA discharge,47376,7.18,0.124,0
2S1P 122mA discharge,47377,7.18,0.124,0
2S1P 122mA discharge,47378,7.18,0.122,0
2S1P 122mA discharge,47379,7.18,0.122,0
2S1P 122mA discharge,47380,7.18,0.12,0
2S1P 122mA discharge,47381,7.18,0.122,0
2S1P 122mA discharge,47382,7.18,0.124,0
2S1P 122mA discharge,47383,7.18,0.122,0
2S1P 122mA discharge,47384,7.18,0.122,0
2S1P 122mA discharge,47385,7.18,0.122,0
2S1P 122mA discharge,47386,7.18,0.12,0
2S1P 122mA discharge,47387,7.18,0.124,0
2S1P 122mA discharge,47388,7.18,0.122,0
2S1P 122mA discharge,47389,7.18,0.122,0
2S1P 122mA discharge,47390,7.18,0.122,0
2S1P 122mA discharge,47391,7.18,0.124,0
2S1P 122mA discharge,47392,7.18,0.122,0
2S1P 122mA discharge,47393,7.18,0.122,0
2S1P 122mA discharge,47394,7.18,0.122,0
2S1P 122mA discharge,47395,7.18,0.122,0
2S1P 122mA discharge,47396,7.18,0.12,0
2S1P 122mA discharge,47397,7.18,0.12,0
2S1P 122mA discharge,47398,7.18,0.122,0
2S1P 122mA discharge,47399,7.18,0.122,0
2S1P 122mA discharge,47400,7.18,0.122,0
2S1P 122mA discharge,47401,7.18,0.12,0
2S1P 122mA discharge,47402,7.18,0.124,0
2S1P 122mA discharge,47403,7.18,0.122,0
2S1P 122mA discharge,47404,7.18,0.122,0
2S1P 122mA discharge,47405,7.18,0.124,0
2S1P 122mA discharge,47406,7.18,0.122,0
2S1P 122mA discharge,47407,7.18,0.12,0
2S1P 122mA discharge,47408,7.18,0.122,0
2S1P 122mA discharge,47409,7.18,0.122,0
2S1P 122mA discharge,47410,7.18,0.122,0
2S1P 122mA discharge,47411,7.18,0.124,0
2S1P 122mA discharge,47412,7.18,0.12,0
2S1P 122mA discharge,47413,7.18,0.122,0
2S1P 122mA discharge,47414,7.18,0.122,0
2S1P 122mA discharge,47415,7.18,0.122,0
2S1P 122mA discharge,47416,7.18,0.124,0
2S1P 122mA discharge,47417,7.18,0.122,0
2S1P 122mA discharge,47418,7.18,0.122,0
2S1P 122mA discharge,47419,7.18,0.122,0
2S1P 122mA discharge,47420,7.18,0.124,0
2S1P 122mA discharge,47421,7.18,0.124,0
2S1P 122mA discharge,47422,7.18,0.12,0
2S1P 122mA discharge,47423,7.18,0.122,0
2S1P 122mA discharge,47424,7.18,0.122,0
2S1P 122mA discharge,47425,7.18,0.122,0
2S1P 122mA discharge,47426,7.18,0.122,0
2S1P 122mA discharge,47427,7.18,0.12,0
2S1P 122mA discharge,47428,7.18,0.122,0
2S1P 122mA discharge,47429,7.18,0.122,0
2S1P 122mA discharge,47430,7.18,0.122,0
2S1P 122mA discharge,47431,7.18,0.124,0
2S1P 122mA discharge,47432,7.18,0.12,0
2S1P 122mA discharge,47433,7.18,0.122,0
2S1P 122mA discharge,47434,7.18,0.124,0
2S1P 122mA discharge,47435,7.18,0.124,0
2S1P 122mA discharge,47436,7.18,0.122,0
2S1P 122mA discharge,47437,7.18,0.12,0
2S1P 122mA discharge,47438,7.18,0.122,0
2S1P 122mA discharge,47439,7.18,0.122,0
2S1P 122mA discharge,47440,7.18,0.124,0
2S1P 122mA discharge,47441,7.18,0.122,0
2S1P 122mA discharge,47442,7.18,0.12,0
2S1P 122mA discharge,47443,7.18,0.122,0
2S1P 122mA discharge,47444,7.18,0.122,0
2S1P 122mA discharge,47445,7.18,0.124,0
2S1P 122mA discharge,47446,7.18,0.122,0
2S1P 122mA discharge,47447,7.18,0.12,0
2S1P 122mA discharge,47448,7.18,0.122,0
2S1P 122mA discharge,47449,7.18,0.124,0
2S1P 122mA discharge,47450,7.18,0.122,0
2S1P 122mA discharge,47451,7.18,0.122,0
2S1P 122mA discharge,47452,7.18,0.12,0
2S1P 122mA discharge,47453,7.18,0.122,0
2S1P 122mA discharge,47454,7.18,0.122,0
2S1P 122mA discharge,47455,7.18,0.122,0
2S1P 122mA discharge,47456,7.18,0.122,0
2S1P 122mA discharge,47457,7.18,0.12,0
2S1P 122mA discharge,47458,7.18,0.122,0
2S1P 122mA discharge,47459,7.18,0.122,0
2S1P 122mA discharge,47460,7.18,0.124,0
2S1P 122mA discharge,47461,7.18,0.124,0
2S1P 122mA discharge,47462,7.18,0.12,0
2S1P 122mA discharge,47463,7.18,0.122,0
2S1P 122mA discharge,47464,7.18,0.124,0
2S1P 122mA discharge,47465,7.18,0.122,0
2S1P 122mA discharge,47466,7.18,0.122,0
2S1P 122mA discharge,47467,7.18,0.12,0
2S1P 122mA discharge,47468,7.18,0.122,0
2S1P 122mA discharge,47469,7.18,0.124,0
2S1P 122mA discharge,47470,7.18,0.122,0
2S1P 122mA discharge,47471,7.18,0.122,0
2S1P 122mA discharge,47472,7.18,0.122,0
2S1P 122mA discharge,47473,7.18,0.12,0
2S1P 122mA discharge,47474,7.18,0.122,0
2S1P 122mA discharge,47475,7.18,0.124,0
2S1P 122mA discharge,47476,7.18,0.122,0
2S1P 122mA discharge,47477,7.18,0.122,0
2S1P 122mA discharge,47478,7.18,0.12,0
2S1P 122mA discharge,47479,7.18,0.124,0
2S1P 122mA discharge,47480,7.18,0.122,0
2S1P 122mA discharge,47481,7.18,0.122,0
2S1P 122mA discharge,47482,7.18,0.122,0
2S1P 122mA discharge,47483,7.18,0.12,0
2S1P 122mA discharge,47484,7.18,0.124,0
2S1P 122mA discharge,47485,7.18,0.122,0
2S1P 122mA discharge,47486,7.18,0.122,0
2S1P 122mA discharge,47487,7.18,0.122,0
2S1P 122mA discharge,47488,7.18,0.12,0
2S1P 122mA discharge,47489,7.18,0.122,0
2S1P 122mA discharge,47490,7.18,0.124,0
2S1P 122mA discharge,47491,7.18,0.122,0
2S1P 122mA discharge,47492,7.18,0.122,0
2S1P 122mA discharge,47493,7.18,0.12,0
2S1P 122mA discharge,47494,7.18,0.124,0
2S1P 122mA discharge,47495,7.18,0.124,0
2S1P 122mA discharge,47496,7.18,0.122,0
2S1P 122mA discharge,47497,7.18,0.122,0
2S1P 122mA discharge,47498,7.18,0.12,0
2S1P 122mA discharge,47499,7.18,0.122,0
2S1P 122mA discharge,47500,7.18,0.122,0
2S1P 122mA discharge,47501,7.18,0.122,0
2S1P 122mA discharge,47502,7.18,0.122,0
2S1P 122mA discharge,47503,7.18,0.12,0
2S1P 122mA discharge,47504,7.18,0.122,0
2S1P 122mA discharge,47505,7.18,0.124,0
2S1P 122mA discharge,47506,7.18,0.122,0
2S1P 122mA discharge,47507,7.18,0.122,0
2S1P 122mA discharge,47508,7.18,0.12,0
2S1P 122mA discharge,47509,7.18,0.122,0
2S1P 122mA discharge,47510,7.18,0.124,0
2S1P 122mA discharge,47511,7.18,0.122,0
2S1P 122mA discharge,47512,7.18,0.122,0
2S1P 122mA discharge,47513,7.18,0.12,0
2S1P 122mA discharge,47514,7.18,0.124,0
2S1P 122mA discharge,47515,7.18,0.122,0
2S1P 122mA discharge,47516,7.18,0.122,0
2S1P 122mA discharge,47517,7.18,0.122,0
2S1P 122mA discharge,47518,7.18,0.12,0
2S1P 122mA discharge,47519,7.18,0.122,0
2S1P 122mA discharge,47520,7.18,0.122,0
2S1P 122mA discharge,47521,7.18,0.122,0
2S1P 122mA discharge,47522,7.18,0.122,0
2S1P 122mA discharge,47523,7.18,0.12,0
2S1P 122mA discharge,47524,7.18,0.124,0
2S1P 122mA discharge,47525,7.18,0.124,0
2S1P 122mA discharge,47526,7.18,0.122,0
2S1P 122mA discharge,47527,7.18,0.122,0
2S1P 122mA discharge,47528,7.18,0.122,0
2S1P 122mA discharge,47529,7.18,0.124,0
2S1P 122mA discharge,47530,7.18,0.122,0
2S1P 122mA discharge,47531,7.18,0.122,0
2S1P 122mA discharge,47532,7.18,0.122,0
2S1P 122mA discharge,47533,7.18,0.12,0
2S1P 122mA discharge,47534,7.18,0.122,0
2S1P 122mA discharge,47535,7.18,0.122,0
2S1P 122mA discharge,47536,7.18,0.122,0
2S1P 122mA discharge,47537,7.18,0.122,0
2S1P 122mA discharge,47538,7.18,0.12,0
2S1P 122mA discharge,47539,7.18,0.122,0
2S1P 122mA discharge,47540,7.18,0.124,0
2S1P 122mA discharge,47541,7.18,0.124,0
2S1P 122mA discharge,47542,7.18,0.122,0
2S1P 122mA discharge,47543,7.18,0.122,0
2S1P 122mA discharge,47544,7.18,0.124,0
2S1P 122mA discharge,47545,7.17,0.122,0
2S1P 122mA discharge,47546,7.17,0.122,0
2S1P 122mA discharge,47547,7.17,0.122,0
2S1P 122mA discharge,47548,7.18,0.12,0
2S1P 122mA discharge,47549,7.18,0.124,0
2S1P 122mA discharge,47550,7.17,0.122,0
2S1P 122mA discharge,47551,7.18,0.122,0
2S1P 122mA discharge,47552,7.18,0.122,0
2S1P 122mA discharge,47553,7.18,0.12,0
2S1P 122mA discharge,47554,7.18,0.124,0
2S1P 122mA discharge,47555,7.18,0.124,0
2S1P 122mA discharge,47556,7.18,0.122,0
2S1P 122mA discharge,47557,7.18,0.122,0
2S1P 122mA discharge,47558,7.18,0.124,0
2S1P 122mA discharge,47559,7.18,0.124,0
2S1P 122mA discharge,47560,7.18,0.12,0
2S1P 122mA discharge,47561,7.18,0.122,0
2S1P 122mA discharge,47562,7.17,0.122,0
2S1P 122mA discharge,47563,7.18,0.122,0
2S1P 122mA discharge,47564,7.17,0.122,0
2S1P 122mA discharge,47565,7.17,0.12,0
2S1P 122mA discharge,47566,7.17,0.122,0
2S1P 122mA discharge,47567,7.17,0.122,0
2S1P 122mA discharge,47568,7.18,0.122,0
2S1P 122mA discharge,47569,7.18,0.122,0
2S1P 122mA discharge,47570,7.18,0.122,0
2S1P 122mA discharge,47571,7.18,0.122,0
2S1P 122mA discharge,47572,7.18,0.122,0
2S1P 122mA discharge,47573,7.18,0.124,0
2S1P 122mA discharge,47574,7.18,0.122,0
2S1P 122mA discharge,47575,7.18,0.12,0
2S1P 122mA discharge,47576,7.18,0.122,0
2S1P 122mA discharge,47577,7.18,0.122,0
2S1P 122mA discharge,47578,7.18,0.122,0
2S1P 122mA discharge,47579,7.17,0.122,0
2S1P 122mA discharge,47580,7.17,0.12,0
2S1P 122mA discharge,47581,7.18,0.122,0
2S1P 122mA discharge,47582,7.18,0.122,0
2S1P 122mA discharge,47583,7.17,0.122,0
2S1P 122mA discharge,47584,7.17,0.124,0
2S1P 122mA discharge,47585,7.18,0.12,0
2S1P 122mA discharge,47586,7.18,0.122,0
2S1P 122mA discharge,47587,7.17,0.124,0
2S1P 122mA discharge,47588,7.17,0.124,0
2S1P 122mA discharge,47589,7.17,0.122,0
2S1P 122mA discharge,47590,7.18,0.12,0
2S1P 122mA discharge,47591,7.18,0.122,0
2S1P 122mA discharge,47592,7.17,0.122,0
2S1P 122mA discharge,47593,7.17,0.122,0
2S1P 122mA discharge,47594,7.17,0.122,0
2S1P 122mA discharge,47595,7.18,0.12,0
2S1P 122mA discharge,47596,7.18,0.122,0
2S1P 122mA discharge,47597,7.17,0.122,0
2S1P 122mA discharge,47598,7.18,0.124,0
2S1P 122mA discharge,47599,7.17,0.122,0
2S1P 122mA discharge,47600,7.17,0.12,0
2S1P 122mA discharge,47601,7.17,0.122,0
2S1P 122mA discharge,47602,7.17,0.124,0
2S1P 122mA discharge,47603,7.17,0.124,0
2S1P 122mA discharge,47604,7.17,0.122,0
2S1P 122mA discharge,47605,7.17,0.12,0
2S1P 122mA discharge,47606,7.17,0.122,0
2S1P 122mA discharge,47607,7.18,0.122,0
2S1P 122mA discharge,47608,7.18,0.122,0
2S1P 122mA discharge,47609,7.18,0.122,0
2S1P 122mA discharge,47610,7.17,0.12,0
2S1P 122mA discharge,47611,7.17,0.122,0
2S1P 122mA discharge,47612,7.18,0.122,0
2S1P 122mA discharge,47613,7.17,0.122,0
2S1P 122mA discharge,47614,7.17,0.122,0
2S1P 122mA discharge,47615,7.17,0.12,0
2S1P 122mA discharge,47616,7.17,0.122,0
2S1P 122mA discharge,47617,7.17,0.124,0
2S1P 122mA discharge,47618,7.17,0.122,0
2S1P 122mA discharge,47619,7.17,0.122,0
2S1P 122mA discharge,47620,7.18,0.12,0
2S1P 122mA discharge,47621,7.17,0.122,0
2S1P 122mA discharge,47622,7.17,0.124,0
2S1P 122mA discharge,47623,7.17,0.122,0
2S1P 122mA discharge,47624,7.17,0.122,0
2S1P 122mA discharge,47625,7.17,0.12,0
2S1P 122mA discharge,47626,7.17,0.122,0
2S1P 122mA discharge,47627,7.17,0.122,0
2S1P 122mA discharge,47628,7.17,0.124,0
2S1P 122mA discharge,47629,7.17,0.122,0
2S1P 122mA discharge,47630,7.17,0.12,0
2S1P 122mA discharge,47631,7.17,0.122,0
2S1P 122mA discharge,47632,7.17,0.124,0
2S1P 122mA discharge,47633,7.17,0.122,0
2S1P 122mA discharge,47634,7.17,0.122,0
2S1P 122mA discharge,47635,7.17,0.12,0
2S1P 122mA discharge,47636,7.17,0.122,0
2S1P 122mA discharge,47637,7.17,0.122,0
2S1P 122mA discharge,47638,7.17,0.122,0
2S1P 122mA discharge,47639,7.17,0.122,0
2S1P 122mA discharge,47640,7.17,0.12,0
2S1P 122mA discharge,47641,7.17,0.122,0
2S1P 122mA discharge,47642,7.17,0.122,0
2S1P 122mA discharge,47643,7.17,0.122,0
2S1P 122mA discharge,47644,7.17,0.122,0
2S1P 122mA discharge,47645,7.17,0.122,0
2S1P 122mA discharge,47646,7.17,0.122,0
2S1P 122mA discharge,47647,7.17,0.122,0
2S1P 122mA discharge,47648,7.17,0.122,0
2S1P 122mA discharge,47649,7.17,0.122,0
2S1P 122mA discharge,47650,7.18,0.122,0
2S1P 122mA discharge,47651,7.17,0.122,0
2S1P 122mA discharge,47652,7.17,0.12,0
2S1P 122mA discharge,47653,7.17,0.122,0
2S1P 122mA discharge,47654,7.17,0.122,0
2S1P 122mA discharge,47655,7.17,0.122,0
2S1P 122mA discharge,47656,7.17,0.12,0
2S1P 122mA discharge,47657,7.17,0.124,0
2S1P 122mA discharge,47658,7.17,0.122,0
2S1P 122mA discharge,47659,7.17,0.122,0
2S1P 122mA discharge,47660,7.17,0.122,0
2S1P 122mA discharge,47661,7.17,0.124,0
2S1P 122mA discharge,47662,7.17,0.122,0
2S1P 122mA discharge,47663,7.17,0.122,0
2S1P 122mA discharge,47664,7.17,0.122,0
2S1P 122mA discharge,47665,7.17,0.122,0
2S1P 122mA discharge,47666,7.17,0.122,0
2S1P 122mA discharge,47667,7.17,0.12,0
2S1P 122mA discharge,47668,7.17,0.122,0
2S1P 122mA discharge,47669,7.17,0.122,0
2S1P 122mA discharge,47670,7.17,0.122,0
2S1P 122mA discharge,47671,7.17,0.122,0
2S1P 122mA discharge,47672,7.17,0.12,0
2S1P 122mA discharge,47673,7.17,0.122,0
2S1P 122mA discharge,47674,7.17,0.122,0
2S1P 122mA discharge,47675,7.17,0.124,0
2S1P 122mA discharge,47676,7.17,0.124,0
2S1P 122mA discharge,47677,7.17,0.12,0
2S1P 122mA discharge,47678,7.17,0.122,0
2S1P 122mA discharge,47679,7.17,0.122,0
2S1P 122mA discharge,47680,7.17,0.124,0
2S1P 122mA discharge,47681,7.17,0.122,0
2S1P 122mA discharge,47682,7.17,0.12,0
2S1P 122mA discharge,47683,7.17,0.122,0
2S1P 122mA discharge,47684,7.17,0.122,0
2S1P 122mA discharge,47685,7.17,0.122,0
2S1P 122mA discharge,47686,7.17,0.122,0
2S1P 122mA discharge,47687,7.17,0.12,0
2S1P 122mA discharge,47688,7.17,0.122,0
2S1P 122mA discharge,47689,7.17,0.122,0
2S1P 122mA discharge,47690,7.17,0.122,0
2S1P 122mA discharge,47691,7.17,0.124,0
2S1P 122mA discharge,47692,7.17,0.12,0
2S1P 122mA discharge,47693,7.17,0.122,0
2S1P 122mA discharge,47694,7.17,0.122,0
2S1P 122mA discharge,47695,7.17,0.124,0
2S1P 122mA discharge,47696,7.17,0.122,0
2S1P 122mA discharge,47697,7.17,0.12,0
2S1P 122mA discharge,47698,7.17,0.122,0
2S1P 122mA discharge,47699,7.17,0.122,0
2S1P 122mA discharge,47700,7.17,0.122,0
2S1P 122mA discharge,47701,7.17,0.124,0
2S1P 122mA discharge,47702,7.17,0.12,0
2S1P 122mA discharge,47703,7.17,0.122,0
2S1P 122mA discharge,47704,7.17,0.124,0
2S1P 122mA discharge,47705,7.17,0.124,0
2S1P 122mA discharge,47706,7.17,0.124,0
2S1P 122mA discharge,47707,7.17,0.12,0
2S1P 122mA discharge,47708,7.17,0.122,0
2S1P 122mA discharge,47709,7.17,0.124,0
2S1P 122mA discharge,47710,7.17,0.122,0
2S1P 122mA discharge,47711,7.17,0.122,0
2S1P 122mA discharge,47712,7.17,0.12,0
2S1P 122mA discharge,47713,7.17,0.122,0
2S1P 122mA discharge,47714,7.17,0.122,0
2S1P 122mA discharge,47715,7.17,0.122,0
2S1P 122mA discharge,47716,7.17,0.122,0
2S1P 122mA discharge,47717,7.17,0.12,0
2S1P 122mA discharge,47718,7.17,0.122,0
2S1P 122mA discharge,47719,7.17,0.124,0
2S1P 122mA discharge,47720,7.17,0.122,0
2S1P 122mA discharge,47721,7.17,0.122,0
2S1P 122mA discharge,47722,7.17,0.12,0
2S1P 122mA discharge,47723,7.17,0.122,0
2S1P 122mA discharge,47724,7.17,0.122,0
2S1P 122mA discharge,47725,7.17,0.122,0
2S1P 122mA discharge,47726,7.17,0.122,0
2S1P 122mA discharge,47727,7.17,0.12,0
2S1P 122mA discharge,47728,7.17,0.122,0
2S1P 122mA discharge,47729,7.17,0.122,0
2S1P 122mA discharge,47730,7.17,0.124,0
2S1P 122mA discharge,47731,7.17,0.122,0
2S1P 122mA discharge,47732,7.17,0.122,0
2S1P 122mA discharge,47733,7.17,0.122,0
2S1P 122mA discharge,47734,7.17,0.122,0
2S1P 122mA discharge,47735,7.17,0.122,0
2S1P 122mA discharge,47736,7.17,0.122,0
2S1P 122mA discharge,47737,7.17,0.122,0
2S1P 122mA discharge,47738,7.17,0.122,0
2S1P 122mA discharge,47739,7.17,0.12,0
2S1P 122mA discharge,47740,7.17,0.122,0
2S1P 122mA discharge,47741,7.17,0.122,0
2S1P 122mA discharge,47742,7.17,0.122,0
2S1P 122mA discharge,47743,7.17,0.12,0
2S1P 122mA discharge,47744,7.17,0.124,0
2S1P 122mA discharge,47745,7.17,0.122,0
2S1P 122mA discharge,47746,7.17,0.122,0
2S1P 122mA discharge,47747,7.17,0.122,0
2S1P 122mA discharge,47748,7.17,0.124,0
2S1P 122mA discharge,47749,7.17,0.122,0
2S1P 122mA discharge,47750,7.17,0.122,0
2S1P 122mA discharge,47751,7.17,0.122,0
2S1P 122mA discharge,47752,7.17,0.122,0
2S1P 122mA discharge,47753,7.17,0.122,0
2S1P 122mA discharge,47754,7.17,0.12,0
2S1P 122mA discharge,47755,7.17,0.122,0
2S1P 122mA discharge,47756,7.17,0.122,0
2S1P 122mA discharge,47757,7.17,0.122,0
2S1P 122mA discharge,47758,7.17,0.122,0
2S1P 122mA discharge,47759,7.17,0.122,0
2S1P 122mA discharge,47760,7.17,0.122,0
2S1P 122mA discharge,47761,7.17,0.122,0
2S1P 122mA discharge,47762,7.17,0.124,0
2S1P 122mA discharge,47763,7.17,0.124,0
2S1P 122mA discharge,47764,7.17,0.12,0
2S1P 122mA discharge,47765,7.17,0.122,0
2S1P 122mA discharge,47766,7.17,0.122,0
2S1P 122mA discharge,47767,7.17,0.124,0
2S1P 122mA discharge,47768,7.17,0.122,0
2S1P 122mA discharge,47769,7.17,0.12,0
2S1P 122mA discharge,47770,7.17,0.122,0
2S1P 122mA discharge,47771,7.17,0.122,0
2S1P 122mA discharge,47772,7.17,0.122,0
2S1P 122mA discharge,47773,7.17,0.124,0
2S1P 122mA discharge,47774,7.17,0.12,0
2S1P 122mA discharge,47775,7.17,0.122,0
2S1P 122mA discharge,47776,7.17,0.124,0
2S1P 122mA discharge,47777,7.17,0.124,0
2S1P 122mA discharge,47778,7.17,0.122,0
2S1P 122mA discharge,47779,7.17,0.12,0
2S1P 122mA discharge,47780,7.17,0.122,0
2S1P 122mA discharge,47781,7.17,0.122,0
2S1P 122mA discharge,47782,7.17,0.122,0
2S1P 122mA discharge,47783,7.17,0.122,0
2S1P 122mA discharge,47784,7.17,0.12,0
2S1P 122mA discharge,47785,7.17,0.122,0
2S1P 122mA discharge,47786,7.17,0.122,0
2S1P 122mA discharge,47787,7.17,0.124,0
2S1P 122mA discharge,47788,7.17,0.122,0
2S1P 122mA discharge,47789,7.17,0.12,0
2S1P 122mA discharge,47790,7.17,0.124,0
2S1P 122mA discharge,47791,7.17,0.122,0
2S1P 122mA discharge,47792,7.17,0.122,0
2S1P 122mA discharge,47793,7.17,0.122,0
2S1P 122mA discharge,47794,7.17,0.12,0
2S1P 122mA discharge,47795,7.17,0.122,0
2S1P 122mA discharge,47796,7.17,0.124,0
2S1P 122mA discharge,47797,7.17,0.122,0
2S1P 122mA discharge,47798,7.17,0.122,0
2S1P 122mA discharge,47799,7.17,0.12,0
2S1P 122mA discharge,47800,7.17,0.122,0
2S1P 122mA discharge,47801,7.17,0.124,0
2S1P 122mA discharge,47802,7.17,0.124,0
2S1P 122mA discharge,47803,7.17,0.122,0
2S1P 122mA discharge,47804,7.17,0.122,0
2S1P 122mA discharge,47805,7.17,0.124,0
2S1P 122mA discharge,47806,7.17,0.122,0
2S1P 122mA discharge,47807,7.17,0.122,0
2S1P 122mA discharge,47808,7.17,0.122,0
2S1P 122mA discharge,47809,7.17,0.12,0
2S1P 122mA discharge,47810,7.17,0.122,0
2S1P 122mA discharge,47811,7.17,0.122,0
2S1P 122mA discharge,47812,7.17,0.122,0
2S1P 122mA discharge,47813,7.17,0.122,0
2S1P 122mA discharge,47814,7.17,0.12,0
2S1P 122mA discharge,47815,7.17,0.124,0
2S1P 122mA discharge,47816,7.17,0.124,0
2S1P 122mA discharge,47817,7.17,0.122,0
2S1P 122mA discharge,47818,7.17,0.122,0
2S1P 122mA discharge,47819,7.17,0.124,0
2S1P 122mA discharge,47820,7.17,0.124,0
2S1P 122mA discharge,47821,7.17,0.12,0
2S1P 122mA discharge,47822,7.17,0.122,0
2S1P 122mA discharge,47823,7.17,0.122,0
2S1P 122mA discharge,47824,7.17,0.122,0
2S1P 122mA discharge,47825,7.17,0.124,0
2S1P 122mA discharge,47826,7.17,0.12,0
2S1P 122mA discharge,47827,7.17,0.122,0
2S1P 122mA discharge,47828,7.17,0.122,0
2S1P 122mA discharge,47829,7.17,0.122,0
2S1P 122mA discharge,47830,7.17,0.124,0
2S1P 122mA discharge,47831,7.17,0.122,0
2S1P 122mA discharge,47832,7.17,0.122,0
2S1P 122mA discharge,47833,7.17,0.122,0
2S1P 122mA discharge,47834,7.17,0.124,0
2S1P 122mA discharge,47835,7.17,0.122,0
2S1P 122mA discharge,47836,7.17,0.12,0
2S1P 122mA discharge,47837,7.17,0.122,0
2S1P 122mA discharge,47838,7.17,0.122,0
2S1P 122mA discharge,47839,7.17,0.122,0
2S1P 122mA discharge,47840,7.17,0.122,0
2S1P 122mA discharge,47841,7.17,0.12,0
2S1P 122mA discharge,47842,7.17,0.122,0
2S1P 122mA discharge,47843,7.17,0.122,0
2S1P 122mA discharge,47844,7.17,0.122,0
2S1P 122mA discharge,47845,7.17,0.124,0
2S1P 122mA discharge,47846,7.17,0.12,0
2S1P 122mA discharge,47847,7.17,0.122,0
2S1P 122mA discharge,47848,7.17,0.122,0
2S1P 122mA discharge,47849,7.17,0.124,0
2S1P 122mA discharge,47850,7.17,0.124,0
2S1P 122mA discharge,47851,7.17,0.12,0
2S1P 122mA discharge,47852,7.17,0.122,0
2S1P 122mA discharge,47853,7.17,0.122,0
2S1P 122mA discharge,47854,7.17,0.124,0
2S1P 122mA discharge,47855,7.17,0.122,0
2S1P 122mA discharge,47856,7.17,0.12,0
2S1P 122mA discharge,47857,7.17,0.122,0
2S1P 122mA discharge,47858,7.17,0.122,0
2S1P 122mA discharge,47859,7.17,0.122,0
2S1P 122mA discharge,47860,7.17,0.124,0
2S1P 122mA discharge,47861,7.17,0.12,0
2S1P 122mA discharge,47862,7.17,0.122,0
2S1P 122mA discharge,47863,7.17,0.124,0
2S1P 122mA discharge,47864,7.17,0.124,0
2S1P 122mA discharge,47865,7.17,0.122,0
2S1P 122mA discharge,47866,7.17,0.12,0
2S1P 122mA discharge,47867,7.17,0.122,0
2S1P 122mA discharge,47868,7.17,0.122,0
2S1P 122mA discharge,47869,7.17,0.122,0
2S1P 122mA discharge,47870,7.17,0.122,0
2S1P 122mA discharge,47871,7.17,0.12,0
2S1P 122mA discharge,47872,7.17,0.122,0
2S1P 122mA discharge,47873,7.17,0.122,0
2S1P 122mA discharge,47874,7.17,0.124,0
2S1P 122mA discharge,47875,7.17,0.124,0
2S1P 122mA discharge,47876,7.17,0.12,0
2S1P 122mA discharge,47877,7.17,0.122,0
2S1P 122mA discharge,47878,7.17,0.124,0
2S1P 122mA discharge,47879,7.17,0.124,0
2S1P 122mA discharge,47880,7.17,0.122,0
2S1P 122mA discharge,47881,7.17,0.12,0
2S1P 122mA discharge,47882,7.17,0.122,0
2S1P 122mA discharge,47883,7.17,0.122,0
2S1P 122mA discharge,47884,7.17,0.122,0
2S1P 122mA discharge,47885,7.17,0.122,0
2S1P 122mA discharge,47886,7.17,0.12,0
2S1P 122mA discharge,47887,7.17,0.122,0
2S1P 122mA discharge,47888,7.17,0.122,0
2S1P 122mA discharge,47889,7.17,0.122,0
2S1P 122mA discharge,47890,7.17,0.122,0
2S1P 122mA discharge,47891,7.17,0.12,0
2S1P 122mA discharge,47892,7.17,0.122,0
2S1P 122mA discharge,47893,7.17,0.124,0
2S1P 122mA discharge,47894,7.17,0.122,0
2S1P 122mA discharge,47895,7.17,0.122,0
2S1P 122mA discharge,47896,7.17,0.12,0
2S1P 122mA discharge,47897,7.17,0.122,0
2S1P 122mA discharge,47898,7.17,0.122,0
2S1P 122mA discharge,47899,7.17,0.122,0
2S1P 122mA discharge,47900,7.17,0.122,0
2S1P 122mA discharge,47901,7.17,0.12,0
2S1P 122mA discharge,47902,7.17,0.122,0
2S1P 122mA discharge,47903,7.17,0.122,0
2S1P 122mA discharge,47904,7.17,0.124,0
2S1P 122mA discharge,47905,7.17,0.122,0
2S1P 122mA discharge,47906,7.17,0.122,0
2S1P 122mA discharge,47907,7.17,0.122,0
2S1P 122mA discharge,47908,7.17,0.122,0
2S1P 122mA discharge,47909,7.17,0.122,0
2S1P 122mA discharge,47910,7.17,0.122,0
2S1P 122mA discharge,47911,7.17,0.122,0
2S1P 122mA discharge,47912,7.17,0.12,0
2S1P 122mA discharge,47913,7.17,0.12,0
2S1P 122mA discharge,47914,7.17,0.122,0
2S1P 122mA discharge,47915,7.17,0.122,0
2S1P 122mA discharge,47916,7.17,0.122,0
2S1P 122mA discharge,47917,7.17,0.12,0
2S1P 122mA discharge,47918,7.17,0.124,0
2S1P 122mA discharge,47919,7.17,0.122,0
2S1P 122mA discharge,47920,7.17,0.122,0
2S1P 122mA discharge,47921,7.17,0.122,0
2S1P 122mA discharge,47922,7.17,0.122,0
2S1P 122mA discharge,47923,7.17,0.124,0
2S1P 122mA discharge,47924,7.17,0.122,0
2S1P 122mA discharge,47925,7.17,0.122,0
2S1P 122mA discharge,47926,7.17,0.122,0
2S1P 122mA discharge,47927,7.17,0.124,0
2S1P 122mA discharge,47928,7.17,0.12,0
2S1P 122mA discharge,47929,7.17,0.122,0
2S1P 122mA discharge,47930,7.17,0.122,0
2S1P 122mA discharge,47931,7.17,0.122,0
2S1P 122mA discharge,47932,7.17,0.12,0
2S1P 122mA discharge,47933,7.17,0.124,0
2S1P 122mA discharge,47934,7.17,0.122,0
