Test,Time,Voltage,Current,Temp (C)
2S1P 122mA discharge,578,8.09,0.122,0
2S1P 122mA discharge,579,8.09,0.122,0
2S1P 122mA discharge,580,8.09,0.12,0
2S1P 122mA discharge,581,8.09,0.122,0
2S1P 122mA discharge,582,8.09,0.124,0
2S1P 122mA discharge,583,8.09,0.122,0
2S1P 122mA discharge,584,8.09,0.122,0
2S1P 122mA discharge,585,8.09,0.12,0
2S1P 122mA discharge,586,8.09,0.124,0
2S1P 122mA discharge,587,8.09,0.124,0
2S1P 122mA discharge,588,8.08,0.122,0
2S1P 122mA discharge,589,8.08,0.122,0
2S1P 122mA discharge,590,8.08,0.12,0
2S1P 122mA discharge,591,8.08,0.122,0
2S1P 122mA discharge,592,8.08,0.122,0
2S1P 122mA discharge,593,8.08,0.122,0
2S1P 122mA discharge,594,8.08,0.122,0
2S1P 122mA discharge,595,8.08,0.12,0
2S1P 122mA discharge,596,8.08,0.122,0
2S1P 122mA discharge,597,8.08,0.124,0
2S1P 122mA discharge,598,8.08,0.122,0
2S1P 122mA discharge,599,8.08,0.122,0
2S1P 122mA discharge,600,8.09,0.12,0
2S1P 122mA discharge,601,8.09,0.124,0
2S1P 122mA discharge,602,8.08,0.122,0
2S1P 122mA discharge,603,8.08,0.122,0
2S1P 122mA discharge,604,8.08,0.122,0
2S1P 122mA discharge,605,8.08,0.122,0
2S1P 122mA discharge,606,8.08,0.12,0
2S1P 122mA discharge,607,8.08,0.122,0
2S1P 122mA discharge,608,8.08,0.122,0
2S1P 122mA discharge,609,8.08,0.122,0
2S1P 122mA discharge,610,8.08,0.12,0
2S1P 122mA discharge,611,8.08,0.122,0
2S1P 122mA discharge,612,8.08,0.122,0
2S1P 122mA discharge,613,8.08,0.122,0
2S1P 122mA discharge,614,8.08,0.122,0
2S1P 122mA discharge,615,8.08,0.124,0
2S1P 122mA discharge,616,8.08,0.122,0
2S1P 122mA discharge,617,8.08,0.122,0
2S1P 122mA discharge,618,8.08,0.122,0
2S1P 122mA discharge,619,8.08,0.122,0
2S1P 122mA discharge,620,8.08,0.122,0
2S1P 122mA discharge,621,8.08,0.122,0
2S1P 122mA discharge,622,8.08,0.122,0
2S1P 122mA discharge,623,8.08,0.122,0
2S1P 122mA discharge,624,8.08,0.122,0
2S1P 122mA discharge,625,8.08,0.12,0
2S1P 122mA discharge,626,8.08,0.122,0
2S1P 122mA discharge,627,8.08,0.122,0
2S1P 122mA discharge,628,8.08,0.122,0
2S1P 122mA discharge,629,8.08,0.122,0
2S1P 122mA discharge,630,8.08,0.12,0
2S1P 122mA discharge,631,8.08,0.124,0
2S1P 122mA discharge,632,8.08,0.122,0
2S1P 122mA discharge,633,8.08,0.122,0
2S1P 122mA discharge,634,8.08,0.122,0
2S1P 122mA discharge,635,8.08,0.124,0
2S1P 122mA discharge,636,8.08,0.12,0
2S1P 122mA discharge,637,8.08,0.122,0
2S1P 122mA discharge,638,8.08,0.122,0
2S1P 122mA discharge,639,8.08,0.122,0
2S1P 122mA discharge,640,8.08,0.12,0
2S1P 122mA discharge,641,8.08,0.124,0
2S1P 122mA discharge,642,8.08,0.122,0
2S1P 122mA discharge,643,8.08,0.122,0
2S1P 122mA discharge,644,8.08,0.122,0
2S1P 122mA discharge,645,8.08,0.122,0
2S1P 122mA discharge,646,8.08,0.124,0
2S1P 122mA discharge,647,8.08,0.122,0
2S1P 122mA discharge,648,8.08,0.122,0
2S1P 122mA discharge,649,8.08,0.122,0
2S1P 122mA discharge,650,8.08,0.124,0
2S1P 122mA discharge,651,8.08,0.122,0
2S1P 122mA discharge,652,8.08,0.122,0
2S1P 122mA discharge,653,8.08,0.122,0
2S1P 122mA discharge,654,8.08,0.122,0
2S1P 122mA discharge,655,8.08,0.12,0
2S1P 122mA discharge,656,8.08,0.124,0
2S1P 122mA discharge,657,8.08,0.122,0
2S1P 122mA discharge,658,8.08,0.122,0
2S1P 122mA discharge,659,8.08,0.122,0
2S1P 122mA discharge,660,8.08,0.122,0
2S1P 122mA discharge,661,8.08,0.122,0
2S1P 122mA discharge,662,8.08,0.122,0
2S1P 122mA discharge,663,8.08,0.122,0
2S1P 122mA discharge,664,8.08,0.122,0
2S1P 122mA discharge,665,8.08,0.124,0
2S1P 122mA discharge,666,8.08,0.122,0
2S1P 122mA discharge,667,8.08,0.12,0
2S1P 122mA discharge,668,8.08,0.122,0
2S1P 122mA discharge,669,8.08,0.122,0
2S1P 122mA discharge,670,8.08,0.122,0
2S1P 122mA discharge,671,8.08,0.124,0
2S1P 122mA discharge,672,8.08,0.12,0
2S1P 122mA discharge,673,8.08,0.122,0
2S1P 122mA discharge,674,8.08,0.122,0
2S1P 122mA discharge,675,8.08,0.122,0
2S1P 122mA discharge,676,8.08,0.124,0
2S1P 122mA discharge,677,8.08,0.122,0
2S1P 122mA discharge,678,8.08,0.122,0
2S1P 122mA discharge,679,8.08,0.122,0
2S1P 122mA discharge,680,8.08,0.124,0
2S1P 122mA discharge,681,8.08,0.122,0
2S1P 122mA discharge,682,8.08,0.12,0
2S1P 122mA discharge,683,8.08,0.122,0
2S1P 122mA discharge,684,8.08,0.122,0
2S1P 122mA discharge,685,8.08,0.122,0
2S1P 122mA discharge,686,8.08,0.124,0
2S1P 122mA discharge,687,8.08,0.12,0
2S1P 122mA discharge,688,8.08,0.122,0
2S1P 122mA discharge,689,8.08,0.122,0
2S1P 122mA discharge,690,8.08,0.124,0
2S1P 122mA discharge,691,8.08,0.124,0
2S1P 122mA discharge,692,8.08,0.12,0
2S1P 122mA discharge,693,8.08,0.122,0
2S1P 122mA discharge,694,8.08,0.122,0
2S1P 122mA discharge,695,8.08,0.122,0
2S1P 122mA discharge,696,8.08,0.122,0
2S1P 122mA discharge,697,8.08,0.12,0
2S1P 122mA discharge,698,8.08,0.122,0
2S1P 122mA discharge,699,8.08,0.122,0
2S1P 122mA discharge,700,8.08,0.122,0
2S1P 122mA discharge,701,8.08,0.122,0
2S1P 122mA discharge,702,8.08,0.12,0
2S1P 122mA discharge,703,8.08,0.122,0
2S1P 122mA discharge,704,8.08,0.122,0
2S1P 122mA discharge,705,8.08,0.124,0
2S1P 122mA discharge,706,8.08,0.122,0
2S1P 122mA discharge,707,8.08,0.12,0
2S1P 122mA discharge,708,8.08,0.122,0
2S1P 122mA discharge,709,8.08,0.124,0
2S1P 122mA discharge,710,8.08,0.122,0
2S1P 122mA discharge,711,8.08,0.122,0
2S1P 122mA discharge,712,8.08,0.12,0
2S1P 122mA discharge,713,8.08,0.122,0
2S1P 122mA discharge,714,8.08,0.122,0
2S1P 122mA discharge,715,8.08,0.124,0
2S1P 122mA discharge,716,8.08,0.122,0
2S1P 122mA discharge,717,8.08,0.12,0
2S1P 122mA discharge,718,8.08,0.122,0
2S1P 122mA discharge,719,8.08,0.124,0
2S1P 122mA discharge,720,8.08,0.122,0
2S1P 122mA discharge,721,8.08,0.122,0
2S1P 122mA discharge,722,8.08,0.12,0
2S1P 122mA discharge,723,8.08,0.122,0
2S1P 122mA discharge,724,8.08,0.122,0
2S1P 122mA discharge,725,8.08,0.122,0
2S1P 122mA discharge,726,8.08,0.122,0
2S1P 122mA discharge,727,8.08,0.12,0
2S1P 122mA discharge,728,8.08,0.122,0
2S1P 122mA discharge,729,8.08,0.122,0
2S1P 122mA discharge,730,8.08,0.122,0
2S1P 122mA discharge,731,8.08,0.122,0
2S1P 122mA discharge,732,8.08,0.12,0
2S1P 122mA discharge,733,8.08,0.122,0
2S1P 122mA discharge,734,8.08,0.124,0
2S1P 122mA discharge,735,8.08,0.122,0
2S1P 122mA discharge,736,8.08,0.122,0
2S1P 122mA discharge,737,8.08,0.12,0
2S1P 122mA discharge,738,8.08,0.122,0
2S1P 122mA discharge,739,8.08,0.122,0
2S1P 122mA discharge,740,8.08,0.122,0
2S1P 122mA discharge,741,8.08,0.122,0
2S1P 122mA discharge,742,8.08,0.12,0
2S1P 122mA discharge,743,8.08,0.122,0
2S1P 122mA discharge,744,8.08,0.122,0
2S1P 122mA discharge,745,8.08,0.124,0
2S1P 122mA discharge,746,8.08,0.122,0
2S1P 122mA discharge,747,8.08,0.122,0
2S1P 122mA discharge,748,8.08,0.12,0
2S1P 122mA discharge,749,8.08,0.124,0
2S1P 122mA discharge,750,8.08,0.122,0
2S1P 122mA discharge,751,8.08,0.122,0
2S1P 122mA discharge,752,8.08,0.122,0
2S1P 122mA discharge,753,8.08,0.12,0
2S1P 122mA discharge,754,8.08,0.12,0
2S1P 122mA discharge,755,8.08,0.122,0
2S1P 122mA discharge,756,8.08,0.122,0
2S1P 122mA discharge,757,8.08,0.122,0
2S1P 122mA discharge,758,8.08,0.12,0
2S1P 122mA discharge,759,8.08,0.122,0
2S1P 122mA discharge,760,8.08,0.122,0
2S1P 122mA discharge,761,8.08,0.122,0
2S1P 122mA discharge,762,8.08,0.122,0
2S1P 122mA discharge,763,8.08,0.122,0
2S1P 122mA discharge,764,8.08,0.122,0
2S1P 122mA discharge,765,8.08,0.122,0
2S1P 122mA discharge,766,8.08,0.122,0
2S1P 122mA discharge,767,8.08,0.122,0
2S1P 122mA discharge,768,8.08,0.122,0
2S1P 122mA discharge,769,8.08,0.12,0
2S1P 122mA discharge,770,8.08,0.122,0
2S1P 122mA discharge,771,8.08,0.122,0
2S1P 122mA discharge,772,8.08,0.122,0
2S1P 122mA discharge,773,8.08,0.12,0
2S1P 122mA discharge,774,8.08,0.122,0
2S1P 122mA discharge,775,8.08,0.122,0
2S1P 122mA discharge,776,8.08,0.122,0
2S1P 122mA discharge,777,8.08,0.122,0
2S1P 122mA discharge,778,8.08,0.124,0
2S1P 122mA discharge,779,8.08,0.124,0
2S1P 122mA discharge,780,8.08,0.122,0
2S1P 122mA discharge,781,8.08,0.122,0
2S1P 122mA discharge,782,8.08,0.122,0
2S1P 122mA discharge,783,8.08,0.124,0
2S1P 122mA discharge,784,8.08,0.12,0
2S1P 122mA discharge,785,8.08,0.122,0
2S1P 122mA discharge,786,8.08,0.122,0
2S1P 122mA discharge,787,8.08,0.122,0
2S1P 122mA discharge,788,8.08,0.12,0
2S1P 122mA discharge,789,8.08,0.124,0
2S1P 122mA discharge,790,8.08,0.122,0
2S1P 122mA discharge,791,8.08,0.122,0
2S1P 122mA discharge,792,8.08,0.122,0
2S1P 122mA discharge,793,8.08,0.124,0
2S1P 122mA discharge,794,8.08,0.122,0
2S1P 122mA discharge,795,8.08,0.122,0
2S1P 122mA discharge,796,8.08,0.122,0
2S1P 122mA discharge,797,8.08,0.122,0
2S1P 122mA discharge,798,8.08,0.124,0
2S1P 122mA discharge,799,8.08,0.12,0
2S1P 122mA discharge,800,8.08,0.122,0
2S1P 122mA discharge,801,8.08,0.122,0
2S1P 122mA discharge,802,8.08,0.122,0
2S1P 122mA discharge,803,8.08,0.12,0
2S1P 122mA discharge,804,8.08,0.124,0
2S1P 122mA discharge,805,8.08,0.122,0
2S1P 122mA discharge,806,8.08,0.122,0
2S1P 122mA discharge,807,8.08,0.122,0
2S1P 122mA discharge,808,8.08,0.124,0
2S1P 122mA discharge,809,8.08,0.122,0
2S1P 122mA discharge,810,8.08,0.122,0
2S1P 122mA discharge,811,8.08,0.122,0
2S1P 122mA discharge,812,8.08,0.122,0
2S1P 122mA discharge,813,8.08,0.124,0
2S1P 122mA discharge,814,8.08,0.12,0
2S1P 122mA discharge,815,8.08,0.122,0
2S1P 122mA discharge,816,8.08,0.122,0
2S1P 122mA discharge,817,8.08,0.122,0
2S1P 122mA discharge,818,8.08,0.12,0
2S1P 122mA discharge,819,8.08,0.124,0
2S1P 122mA discharge,820,8.08,0.122,0
2S1P 122mA discharge,821,8.08,0.122,0
2S1P 122mA discharge,822,8.08,0.122,0
2S1P 122mA discharge,823,8.08,0.122,0
2S1P 122mA discharge,824,8.08,0.122,0
2S1P 122mA discharge,825,8.08,0.122,0
2S1P 122mA discharge,826,8.08,0.122,0
2S1P 122mA discharge,827,8.08,0.122,0
2S1P 122mA discharge,828,8.08,0.124,0
2S1P 122mA discharge,829,8.08,0.12,0
2S1P 122mA discharge,830,8.08,0.122,0
2S1P 122mA discharge,831,8.08,0.122,0
2S1P 122mA discharge,832,8.08,0.122,0
2S1P 122mA discharge,833,8.08,0.122,0
2S1P 122mA discharge,834,8.08,0.122,0
2S1P 122mA discharge,835,8.08,0.12,0
2S1P 122mA discharge,836,8.08,0.122,0
2S1P 122mA discharge,837,8.08,0.122,0
2S1P 122mA discharge,838,8.08,0.124,0
2S1P 122mA discharge,839,8.08,0.124,0
2S1P 122mA discharge,840,8.08,0.12,0
2S1P 122mA discharge,841,8.08,0.122,0
2S1P 122mA discharge,842,8.08,0.124,0
2S1P 122mA discharge,843,8.08,0.122,0
2S1P 122mA discharge,844,8.08,0.122,0
2S1P 122mA discharge,845,8.08,0.12,0
2S1P 122mA discharge,846,8.08,0.122,0
2S1P 122mA discharge,847,8.08,0.122,0
2S1P 122mA discharge,848,8.08,0.124,0
2S1P 122mA discharge,849,8.08,0.122,0
2S1P 122mA discharge,850,8.08,0.12,0
2S1P 122mA discharge,851,8.08,0.122,0
2S1P 122mA discharge,852,8.08,0.124,0
2S1P 122mA discharge,853,8.08,0.124,0
2S1P 122mA discharge,854,8.08,0.122,0
2S1P 122mA discharge,855,8.08,0.12,0
2S1P 122mA discharge,856,8.08,0.122,0
2S1P 122mA discharge,857,8.08,0.122,0
2S1P 122mA discharge,858,8.08,0.122,0
2S1P 122mA discharge,859,8.08,0.122,0
2S1P 122mA discharge,860,8.08,0.12,0
2S1P 122mA discharge,861,8.08,0.122,0
2S1P 122mA discharge,862,8.08,0.122,0
2S1P 122mA discharge,863,8.08,0.122,0
2S1P 122mA discharge,864,8.08,0.122,0
2S1P 122mA discharge,865,8.08,0.12,0
2S1P 122mA discharge,866,8.08,0.122,0
2S1P 122mA discharge,867,8.08,0.124,0
2S1P 122mA discharge,868,8.08,0.122,0
2S1P 122mA discharge,869,8.08,0.122,0
2S1P 122mA discharge,870,8.08,0.12,0
2S1P 122mA discharge,871,8.08,0.124,0
2S1P 122mA discharge,872,8.08,0.122,0
2S1P 122mA discharge,873,8.08,0.122,0
2S1P 122mA discharge,874,8.08,0.122,0
2S1P 122mA discharge,875,8.08,0.12,0
2S1P 122mA discharge,876,8.08,0.122,0
2S1P 122mA discharge,877,8.08,0.122,0
2S1P 122mA discharge,878,8.08,0.122,0
2S1P 122mA discharge,879,8.08,0.122,0
2S1P 122mA discharge,880,8.08,0.12,0
2S1P 122mA discharge,881,8.08,0.122,0
2S1P 122mA discharge,882,8.08,0.124,0
2S1P 122mA discharge,883,8.08,0.122,0
2S1P 122mA discharge,884,8.08,0.122,0
2S1P 122mA discharge,885,8.08,0.12,0
2S1P 122mA discharge,886,8.08,0.124,0
2S1P 122mA discharge,887,8.08,0.122,0
2S1P 122mA discharge,888,8.08,0.122,0
2S1P 122mA discharge,889,8.08,0.122,0
2S1P 122mA discharge,890,8.08,0.12,0
2S1P 122mA discharge,891,8.08,0.122,0
2S1P 122mA discharge,892,8.08,0.124,0
2S1P 122mA discharge,893,8.08,0.122,0
2S1P 122mA discharge,894,8.08,0.122,0
2S1P 122mA discharge,895,8.07,0.12,0
2S1P 122mA discharge,896,8.07,0.124,0
2S1P 122mA discharge,897,8.08,0.124,0
2S1P 122mA discharge,898,8.08,0.122,0
2S1P 122mA discharge,899,8.07,0.122,0
2S1P 122mA discharge,900,8.08,0.12,0
2S1P 122mA discharge,901,8.08,0.124,0
2S1P 122mA discharge,902,8.07,0.124,0
2S1P 122mA discharge,903,8.08,0.122,0
2S1P 122mA discharge,904,8.08,0.122,0
2S1P 122mA discharge,905,8.07,0.12,0
2S1P 122mA discharge,906,8.08,0.122,0
2S1P 122mA discharge,907,8.08,0.124,0
2S1P 122mA discharge,908,8.07,0.122,0
2S1P 122mA discharge,909,8.07,0.122,0
2S1P 122mA discharge,910,8.08,0.12,0
2S1P 122mA discharge,911,8.08,0.122,0
2S1P 122mA discharge,912,8.07,0.122,0
2S1P 122mA discharge,913,8.08,0.124,0
2S1P 122mA discharge,914,8.08,0.122,0
2S1P 122mA discharge,915,8.07,0.12,0
2S1P 122mA discharge,916,8.07,0.122,0
2S1P 122mA discharge,917,8.07,0.124,0
2S1P 122mA discharge,918,8.07,0.124,0
2S1P 122mA discharge,919,8.07,0.122,0
2S1P 122mA discharge,920,8.07,0.122,0
2S1P 122mA discharge,921,8.07,0.12,0
2S1P 122mA discharge,922,8.08,0.124,0
2S1P 122mA discharge,923,8.07,0.122,0
2S1P 122mA discharge,924,8.07,0.122,0
2S1P 122mA discharge,925,8.07,0.122,0
2S1P 122mA discharge,926,8.07,0.12,0
2S1P 122mA discharge,927,8.08,0.122,0
2S1P 122mA discharge,928,8.08,0.122,0
2S1P 122mA discharge,929,8.08,0.122,0
2S1P 122mA discharge,930,8.08,0.122,0
2S1P 122mA discharge,931,8.08,0.12,0
2S1P 122mA discharge,932,8.07,0.124,0
2S1P 122mA discharge,933,8.07,0.124,0
2S1P 122mA discharge,934,8.07,0.122,0
2S1P 122mA discharge,935,8.07,0.122,0
2S1P 122mA discharge,936,8.07,0.12,0
2S1P 122mA discharge,937,8.07,0.124,0
2S1P 122mA discharge,938,8.07,0.122,0
2S1P 122mA discharge,939,8.07,0.122,0
2S1P 122mA discharge,940,8.07,0.122,0
2S1P 122mA discharge,941,8.07,0.12,0
2S1P 122mA discharge,942,8.07,0.122,0
2S1P 122mA discharge,943,8.07,0.122,0
2S1P 122mA discharge,944,8.07,0.122,0
2S1P 122mA discharge,945,8.07,0.122,0
2S1P 122mA discharge,946,8.07,0.12,0
2S1P 122mA discharge,947,8.07,0.122,0
2S1P 122mA discharge,948,8.07,0.124,0
2S1P 122mA discharge,949,8.07,0.124,0
2S1P 122mA discharge,950,8.07,0.122,0
2S1P 122mA discharge,951,8.07,0.12,0
2S1P 122mA discharge,952,8.07,0.124,0
2S1P 122mA discharge,953,8.07,0.122,0
2S1P 122mA discharge,954,8.07,0.122,0
2S1P 122mA discharge,955,8.07,0.122,0
2S1P 122mA discharge,956,8.07,0.12,0
2S1P 122mA discharge,957,8.07,0.122,0
2S1P 122mA discharge,958,8.07,0.124,0
2S1P 122mA discharge,959,8.07,0.122,0
2S1P 122mA discharge,960,8.07,0.122,0
2S1P 122mA discharge,961,8.07,0.12,0
2S1P 122mA discharge,962,8.07,0.122,0
2S1P 122mA discharge,963,8.07,0.124,0
2S1P 122mA discharge,964,8.07,0.124,0
2S1P 122mA discharge,965,8.07,0.122,0
2S1P 122mA discharge,966,8.07,0.12,0
2S1P 122mA discharge,967,8.07,0.124,0
2S1P 122mA discharge,968,8.07,0.122,0
2S1P 122mA discharge,969,8.07,0.122,0
2S1P 122mA discharge,970,8.07,0.122,0
2S1P 122mA discharge,971,8.07,0.12,0
2S1P 122mA discharge,972,8.07,0.122,0
2S1P 122mA discharge,973,8.07,0.122,0
2S1P 122mA discharge,974,8.07,0.122,0
2S1P 122mA discharge,975,8.07,0.122,0
2S1P 122mA discharge,976,8.07,0.12,0
2S1P 122mA discharge,977,8.07,0.124,0
2S1P 122mA discharge,978,8.07,0.124,0
2S1P 122mA discharge,979,8.07,0.122,0
2S1P 122mA discharge,980,8.07,0.122,0
2S1P 122mA discharge,981,8.07,0.124,0
2S1P 122mA discharge,982,8.07,0.122,0
2S1P 122mA discharge,983,8.07,0.122,0
2S1P 122mA discharge,984,8.07,0.122,0
2S1P 122mA discharge,985,8.07,0.122,0
2S1P 122mA discharge,986,8.07,0.12,0
2S1P 122mA discharge,987,8.07,0.124,0
2S1P 122mA discharge,988,8.07,0.122,0
2S1P 122mA discharge,989,8.07,0.122,0
2S1P 122mA discharge,990,8.07,0.122,0
2S1P 122mA discharge,991,8.07,0.12,0
2S1P 122mA discharge,992,8.07,0.124,0
2S1P 122mA discharge,993,8.07,0.122,0
2S1P 122mA discharge,994,8.07,0.122,0
2S1P 122mA discharge,995,8.07,0.122,0
2S1P 122mA discharge,996,8.07,0.124,0
2S1P 122mA discharge,997,8.07,0.12,0
2S1P 122mA discharge,998,8.07,0.122,0
2S1P 122mA discharge,999,8.07,0.122,0
2S1P 122mA discharge,1000,8.07,0.122,0
2S1P 122mA discharge,1001,8.07,0.12,0
2S1P 122mA discharge,1002,8.07,0.122,0
2S1P 122mA discharge,1003,8.07,0.122,0
2S1P 122mA discharge,1004,8.07,0.122,0
2S1P 122mA discharge,1005,8.07,0.122,0
2S1P 122mA discharge,1006,8.07,0.122,0
2S1P 122mA discharge,1007,8.07,0.124,0
2S1P 122mA discharge,1008,8.07,0.12,0
2S1P 122mA discharge,1009,8.07,0.122,0
2S1P 122mA discharge,1010,8.07,0.122,0
2S1P 122mA discharge,1011,8.07,0.124,0
2S1P 122mA discharge,1012,8.07,0.122,0
2S1P 122mA discharge,1013,8.07,0.12,0
2S1P 122mA discharge,1014,8.07,0.122,0
2S1P 122mA discharge,1015,8.07,0.122,0
2S1P 122mA discharge,1016,8.07,0.122,0
2S1P 122mA discharge,1017,8.07,0.122,0
2S1P 122mA discharge,1018,8.07,0.12,0
2S1P 122mA discharge,1019,8.07,0.122,0
2S1P 122mA discharge,1020,8.07,0.122,0
2S1P 122mA discharge,1021,8.07,0.122,0
2S1P 122mA discharge,1022,8.07,0.122,0
2S1P 122mA discharge,1023,8.07,0.122,0
2S1P 122mA discharge,1024,8.07,0.122,0
2S1P 122mA discharge,1025,8.07,0.122,0
2S1P 122mA discharge,1026,8.07,0.124,0
2S1P 122mA discharge,1027,8.07,0.124,0
2S1P 122mA discharge,1028,8.07,0.12,0
2S1P 122mA discharge,1029,8.07,0.122,0
2S1P 122mA discharge,1030,8.07,0.122,0
2S1P 122mA discharge,1031,8.07,0.122,0
2S1P 122mA discharge,1032,8.07,0.122,0
2S1P 122mA discharge,1033,8.07,0.12,0
2S1P 122mA discharge,1034,8.07,0.122,0
2S1P 122mA discharge,1035,8.07,0.122,0
2S1P 122mA discharge,1036,8.07,0.122,0
2S1P 122mA discharge,1037,8.07,0.122,0
2S1P 122mA discharge,1038,8.07,0.12,0
2S1P 122mA discharge,1039,8.07,0.122,0
2S1P 122mA discharge,1040,8.07,0.122,0
2S1P 122mA discharge,1041,8.07,0.122,0
2S1P 122mA discharge,1042,8.07,0.124,0
2S1P 122mA discharge,1043,8.07,0.12,0
2S1P 122mA discharge,1044,8.07,0.122,0
2S1P 122mA discharge,1045,8.07,0.122,0
2S1P 122mA discharge,1046,8.07,0.124,0
2S1P 122mA discharge,1047,8.07,0.122,0
2S1P 122mA discharge,1048,8.07,0.12,0
2S1P 122mA discharge,1049,8.07,0.122,0
2S1P 122mA discharge,1050,8.07,0.122,0
2S1P 122mA discharge,1051,8.07,0.122,0
2S1P 122mA discharge,1052,8.07,0.124,0
2S1P 122mA discharge,1053,8.07,0.12,0
2S1P 122mA discharge,1054,8.07,0.122,0
2S1P 122mA discharge,1055,8.07,0.122,0
2S1P 122mA discharge,1056,8.07,0.124,0
2S1P 122mA discharge,1057,8.07,0.122,0
2S1P 122mA discharge,1058,8.07,0.12,0
2S1P 122mA discharge,1059,8.07,0.122,0
2S1P 122mA discharge,1060,8.07,0.122,0
2S1P 122mA discharge,1061,8.07,0.124,0
2S1P 122mA discharge,1062,8.07,0.122,0
2S1P 122mA discharge,1063,8.07,0.12,0
2S1P 122mA discharge,1064,8.07,0.122,0
2S1P 122mA discharge,1065,8.07,0.122,0
2S1P 122mA discharge,1066,8.07,0.122,0
2S1P 122mA discharge,1067,8.07,0.122,0
2S1P 122mA discharge,1068,8.07,0.12,0
2S1P 122mA discharge,1069,8.07,0.122,0
2S1P 122mA discharge,1070,8.07,0.124,0
2S1P 122mA discharge,1071,8.07,0.124,0
2S1P 122mA discharge,1072,8.07,0.122,0
2S1P 122mA discharge,1073,8.07,0.12,0
2S1P 122mA discharge,1074,8.07,0.122,0
2S1P 122mA discharge,1075,8.07,0.124,0
2S1P 122mA discharge,1076,8.07,0.122,0
2S1P 122mA discharge,1077,8.07,0.122,0
2S1P 122mA discharge,1078,8.07,0.12,0
2S1P 122mA discharge,1079,8.07,0.122,0
2S1P 122mA discharge,1080,8.07,0.122,0
2S1P 122mA discharge,1081,8.07,0.122,0
2S1P 122mA discharge,1082,8.07,0.122,0
2S1P 122mA discharge,1083,8.07,0.12,0
2S1P 122mA discharge,1084,8.07,0.122,0
2S1P 122mA discharge,1085,8.07,0.124,0
2S1P 122mA discharge,1086,8.07,0.122,0
2S1P 122mA discharge,1087,8.07,0.122,0
2S1P 122mA discharge,1088,8.07,0.12,0
2S1P 122mA discharge,1089,8.07,0.122,0
2S1P 122mA discharge,1090,8.07,0.122,0
2S1P 122mA discharge,1091,8.07,0.122,0
2S1P 122mA discharge,1092,8.07,0.122,0
2S1P 122mA discharge,1093,8.07,0.122,0
2S1P 122mA discharge,1094,8.07,0.12,0
2S1P 122mA discharge,1095,8.07,0.122,0
2S1P 122mA discharge,1096,8.07,0.124,0
2S1P 122mA discharge,1097,8.07,0.122,0
2S1P 122mA discharge,1098,8.07,0.122,0
2S1P 122mA discharge,1099,8.07,0.122,0
2S1P 122mA discharge,1100,8.07,0.122,0
2S1P 122mA discharge,1101,8.07,0.122,0
2S1P 122mA discharge,1102,8.07,0.122,0
2S1P 122mA discharge,1103,8.07,0.122,0
2S1P 122mA discharge,1104,8.07,0.12,0
2S1P 122mA discharge,1105,8.07,0.12,0
2S1P 122mA discharge,1106,8.07,0.122,0
2S1P 122mA discharge,1107,8.07,0.122,0
2S1P 122mA discharge,1108,8.07,0.122,0
2S1P 122mA discharge,1109,8.07,0.12,0
2S1P 122mA discharge,1110,8.07,0.124,0
2S1P 122mA discharge,1111,8.07,0.122,0
2S1P 122mA discharge,1112,8.07,0.122,0
2S1P 122mA discharge,1113,8.07,0.122,0
2S1P 122mA discharge,1114,8.07,0.122,0
2S1P 122mA discharge,1115,8.07,0.124,0
2S1P 122mA discharge,1116,8.07,0.122,0
2S1P 122mA discharge,1117,8.07,0.122,0
2S1P 122mA discharge,1118,8.07,0.122,0
2S1P 122mA discharge,1119,8.07,0.122,0
2S1P 122mA discharge,1120,8.07,0.12,0
2S1P 122mA discharge,1121,8.07,0.122,0
2S1P 122mA discharge,1122,8.07,0.122,0
2S1P 122mA discharge,1123,8.07,0.122,0
2S1P 122mA discharge,1124,8.07,0.12,0
2S1P 122mA discharge,1125,8.07,0.122,0
2S1P 122mA discharge,1126,8.07,0.122,0
2S1P 122mA discharge,1127,8.07,0.122,0
2S1P 122mA discharge,1128,8.07,0.122,0
2S1P 122mA discharge,1129,8.07,0.12,0
2S1P 122mA discharge,1130,8.07,0.124,0
2S1P 122mA discharge,1131,8.07,0.122,0
2S1P 122mA discharge,1132,8.07,0.122,0
2S1P 122mA discharge,1133,8.07,0.122,0
2S1P 122mA discharge,1134,8.07,0.122,0
2S1P 122mA discharge,1135,8.07,0.122,0
2S1P 122mA discharge,1136,8.07,0.122,0
2S1P 122mA discharge,1137,8.07,0.122,0
2S1P 122mA discharge,1138,8.07,0.122,0
2S1P 122mA discharge,1139,8.07,0.12,0
2S1P 122mA discharge,1140,8.07,0.124,0
2S1P 122mA discharge,1141,8.07,0.122,0
2S1P 122mA discharge,1142,8.07,0.122,0
2S1P 122mA discharge,1143,8.07,0.122,0
2S1P 122mA discharge,1144,8.07,0.122,0
2S1P 122mA discharge,1145,8.07,0.124,0
2S1P 122mA discharge,1146,8.07,0.122,0
2S1P 122mA discharge,1147,8.07,0.122,0
2S1P 122mA discharge,1148,8.07,0.122,0
2S1P 122mA discharge,1149,8.07,0.124,0
2S1P 122mA discharge,1150,8.07,0.122,0
2S1P 122mA discharge,1151,8.07,0.122,0
2S1P 122mA discharge,1152,8.07,0.122,0
2S1P 122mA discharge,1153,8.07,0.122,0
